year,Seasons,Districts,AirTemp,AtmPressure,EvapoTrans,Humidity,LStemp,NDVI,Rainfall,SoilMoisture,SolarRad,WindForce
2021,Season B,Nyanza,21.39,771.71,0.26,64.01,22.75,0.14,93.38,0.46,336.69,-0.35
2021,Season B,Gisagara,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2021,Season B,Huye,21.39,771.71,0.26,64.01,22.75,0.09,96.48,0.46,336.69,-0.35
2021,Season B,Nyaruguru,19.93,771.9,0.29,67.76,20.99,0,115.48,0.58,327.88,-0.6
2021,Season B,Nyamagabe,19.93,771.9,0.29,67.76,20.99,0.04,120.47,0.58,327.88,-0.6
2021,Season B,Karongi,19.41,771.84,0.3,67.19,20.53,0.05,130.38,0.55,323.43,-0.63
2021,Season B,Nyabihu,19.7,771.74,0.29,66.59,20.81,0.08,110.22,0.66,326,-0.51
2021,Season B,Ngororero,20.64,771.73,0.26,63.36,22,0.12,110.72,0.45,330.12,-0.45
2021,Season B,Rubavu,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2021,Season B,Rutsiro,19.41,771.84,0.3,67.19,20.53,0,125.53,0.55,323.43,-0.63
2021,Season B,Nyamasheke,19.93,771.9,0.29,67.76,20.99,0.21,133.43,0.58,327.88,-0.6
2021,Season B,Rusizi,19.93,771.9,0.29,67.76,20.99,0.06,173.28,0.58,327.88,-0.6
2021,Season B,Rulindo,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2021,Season B,Gakenke,20.64,771.73,0.26,63.36,22,0.15,103.6,0.45,330.12,-0.45
2021,Season B,Gicumbi,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2021,Season B,Burera,19.72,771.89,0.3,66.36,20.73,0.05,99.33,0.54,326.32,-0.51
2021,Season B,Musanze,19.72,771.89,0.3,66.36,20.73,0.11,141.9,0.54,326.32,-0.51
