year,Seasons,Districts,Crop_Type,Production,Arable_Size
2018,Season A,Nyarugenge,Maize,373.8020268,396.7674
2018,Season A,Nyarugenge,Sorghum,NA,NA
2018,Season A,Nyarugenge,Paddy rice,NA,NA
2018,Season A,Nyarugenge,Wheat,NA,NA
2018,Season A,Nyarugenge,Other Cereals,0.529537289,1.085725
2018,Season A,Nyarugenge,Cassava,1487.351388,911.4414
2018,Season A,Nyarugenge,Sweet potatoes,1690.601806,267.0701
2018,Season A,Nyarugenge,Irish potatoes,66.0335343,17.98436
2018,Season A,Nyarugenge,Yams & Taro,211.5715629,87.31975
2018,Season A,Nyarugenge,Cooking Banana,2026.677401,262.2998
2018,Season A,Nyarugenge,Dessert banana,334.9145464,127.5353
2018,Season A,Nyarugenge,Banana for beer,4167.055155,1059.111
2018,Season A,Nyarugenge,Legumes and Pulses,906.5620916,1223.047097
2018,Season A,Nyarugenge,Bush bean,852.1644815,1111.957
2018,Season A,Nyarugenge,Small red bean,NA,NA
2018,Season A,Nyarugenge,Climbing bean,10.56269288,13.17044
2018,Season A,Nyarugenge,Peas,1.088167102,0.7397465
2018,Season A,Nyarugenge,Ground nuts,14.76576032,40.80169
2018,Season A,Nyarugenge,Soya beans,27.9809898,56.37822
2018,Season A,Nyarugenge,Vegetables,3056.484999,248.3417
2018,Season A,Nyarugenge,Fruits,350.8586863,23.46702
2018,Season A,Nyarugenge,Fodder crops,31740.55177,407.742
2018,Season A,Nyarugenge,Other crops,9333.687754,718.9573
2018,Season A,Gasabo,Maize,4851.290334,3768.28504
2018,Season A,Gasabo,Sorghum,NA,NA
2018,Season A,Gasabo,Paddy rice,284.04682,102.2096
2018,Season A,Gasabo,Wheat,NA,NA
2018,Season A,Gasabo,Other Cereals,54.03025356,27.27806
2018,Season A,Gasabo,Cassava,4497.964873,2614.624
2018,Season A,Gasabo,Sweet potatoes,11055.62435,1300.898452
2018,Season A,Gasabo,Irish potatoes,1884.222853,358.2956222
2018,Season A,Gasabo,Yams & Taro,97.15206544,42.51365
2018,Season A,Gasabo,Cooking Banana,3420.811351,951.035133
2018,Season A,Gasabo,Dessert banana,3135.685705,598.1968
2018,Season A,Gasabo,Banana for beer,1719.640378,713.8561439
2018,Season A,Gasabo,Legumes and Pulses,8737.2711,8623.654655
2018,Season A,Gasabo,Bush bean,7828.340773,7421.818229
2018,Season A,Gasabo,Small red bean,3.09285253,NA
2018,Season A,Gasabo,Climbing bean,83.24355616,91.65374
2018,Season A,Gasabo,Peas,114.6771087,177.71968
2018,Season A,Gasabo,Ground nuts,385.5281743,504.0785057
2018,Season A,Gasabo,Soya beans,325.4814882,428.3845
2018,Season A,Gasabo,Vegetables,4909.161817,523.04834
2018,Season A,Gasabo,Fruits,262.6055062,4.591262
2018,Season A,Gasabo,Fodder crops,35147.17587,1381.0911
2018,Season A,Gasabo,Other crops,630.3857373,433.7034
2018,Season A,Kicukiro,Maize,1570.49219,979.85413
2018,Season A,Kicukiro,Sorghum,NA,NA
2018,Season A,Kicukiro,Paddy rice,NA,NA
2018,Season A,Kicukiro,Wheat,NA,NA
2018,Season A,Kicukiro,Other Cereals,0.200056498,1.865193
2018,Season A,Kicukiro,Cassava,378.0725321,433.8247
2018,Season A,Kicukiro,Sweet potatoes,3546.238203,623.8649293
2018,Season A,Kicukiro,Irish potatoes,75.68723243,44.85911
2018,Season A,Kicukiro,Yams & Taro,140.098931,34.71972
2018,Season A,Kicukiro,Cooking Banana,2820.498915,429.409742
2018,Season A,Kicukiro,Dessert banana,1151.075509,212.937512
2018,Season A,Kicukiro,Banana for beer,2495.204521,595.0090588
2018,Season A,Kicukiro,Legumes and Pulses,897.3074115,1589.635999
2018,Season A,Kicukiro,Bush bean,709.2579811,1408.831399
2018,Season A,Kicukiro,Small red bean,NA,NA
2018,Season A,Kicukiro,Climbing bean,11.33592745,25.06591
2018,Season A,Kicukiro,Peas,4.023137335,10.20207
2018,Season A,Kicukiro,Ground nuts,30.10070411,63.51788
2018,Season A,Kicukiro,Soya beans,142.5896615,82.01874
2018,Season A,Kicukiro,Vegetables,1906.309612,158.712456
2018,Season A,Kicukiro,Fruits,689.7639859,33.045815
2018,Season A,Kicukiro,Fodder crops,335.0212613,98.4948856
2018,Season A,Kicukiro,Other crops,118.7997425,54.380912
2018,Season A,Nyanza,Maize,7875.335539,4449.224
2018,Season A,Nyanza,Sorghum,1659.905105,1064.024
2018,Season A,Nyanza,Paddy rice,473.67036,152.71596
2018,Season A,Nyanza,Wheat,NA,NA
2018,Season A,Nyanza,Other Cereals,200.7621135,259.2415
2018,Season A,Nyanza,Cassava,6628.074569,10586.82
2018,Season A,Nyanza,Sweet potatoes,23340.37349,2349.24253
2018,Season A,Nyanza,Irish potatoes,2233.670156,578.404
2018,Season A,Nyanza,Yams & Taro,2865.822657,135.6379
2018,Season A,Nyanza,Cooking Banana,2394.416695,541.409175
2018,Season A,Nyanza,Dessert banana,3923.823225,1903.982368
2018,Season A,Nyanza,Banana for beer,7346.58058,2453.501368
2018,Season A,Nyanza,Legumes and Pulses,12419.21471,16917.71258
2018,Season A,Nyanza,Bush bean,9804.633205,12294.44098
2018,Season A,Nyanza,Small red bean,13.9511375,NA
2018,Season A,Nyanza,Climbing bean,1261.889972,1855.2
2018,Season A,Nyanza,Peas,356.8204528,560.1956
2018,Season A,Nyanza,Ground nuts,630.3484297,1205.039
2018,Season A,Nyanza,Soya beans,365.5226542,1002.837
2018,Season A,Nyanza,Vegetables,695.0922841,169.588783
2018,Season A,Nyanza,Fruits,NA,132.1975
2018,Season A,Nyanza,Fodder crops,1176.49524,194.421
2018,Season A,Nyanza,Other crops,1753.129859,2479.377388
2018,Season A,Gisagara,Maize,16057.31399,7272.001
2018,Season A,Gisagara,Sorghum,241.5673232,140.2663
2018,Season A,Gisagara,Paddy rice,8904.606101,2999.165
2018,Season A,Gisagara,Wheat,NA,NA
2018,Season A,Gisagara,Other Cereals,323.7310194,717.9321
2018,Season A,Gisagara,Cassava,1399.199219,4061.001
2018,Season A,Gisagara,Sweet potatoes,14564.26202,2482.82645
2018,Season A,Gisagara,Irish potatoes,1127.775711,301.8792
2018,Season A,Gisagara,Yams & Taro,327.7940397,198.0643
2018,Season A,Gisagara,Cooking Banana,2033.68014,1087.13738
2018,Season A,Gisagara,Dessert banana,1714.46348,932.9942
2018,Season A,Gisagara,Banana for beer,8254.295191,5113.430761
2018,Season A,Gisagara,Legumes and Pulses,14946.36716,13921.44084
2018,Season A,Gisagara,Bush bean,12509.6312,10832.80668
2018,Season A,Gisagara,Small red bean,17.06314585,NA
2018,Season A,Gisagara,Climbing bean,1317.272726,921.8729548
2018,Season A,Gisagara,Peas,90.95803336,88.70761
2018,Season A,Gisagara,Ground nuts,270.4878096,479.5356
2018,Season A,Gisagara,Soya beans,758.0173955,1598.518
2018,Season A,Gisagara,Vegetables,10427.8511,668.5943
2018,Season A,Gisagara,Fruits,50.37291926,146.9213
2018,Season A,Gisagara,Fodder crops,8872.670607,271.7238
2018,Season A,Gisagara,Other crops,NA,1196.46
2018,Season A,Nyaruguru,Maize,4612.911002,2304.423
2018,Season A,Nyaruguru,Sorghum,95.44527753,33.25178
2018,Season A,Nyaruguru,Paddy rice,NA,0.4681022
2018,Season A,Nyaruguru,Wheat,59.50567464,55.41964
2018,Season A,Nyaruguru,Other Cereals,151.3437239,88.30324
2018,Season A,Nyaruguru,Cassava,2035.770514,4198.483
2018,Season A,Nyaruguru,Sweet potatoes,50539.5276,4986.8
2018,Season A,Nyaruguru,Irish potatoes,6261.014561,1245.396365
2018,Season A,Nyaruguru,Yams & Taro,4476.948723,559.7586
2018,Season A,Nyaruguru,Cooking Banana,1182.29125,736.3303
2018,Season A,Nyaruguru,Dessert banana,384.0046272,423.8631
2018,Season A,Nyaruguru,Banana for beer,2053.407792,1633.897
2018,Season A,Nyaruguru,Legumes and Pulses,6402.72154,5975.0938
2018,Season A,Nyaruguru,Bush bean,928.2918978,1190.812
2018,Season A,Nyaruguru,Small red bean,NA,NA
2018,Season A,Nyaruguru,Climbing bean,4653.285865,3193.852
2018,Season A,Nyaruguru,Peas,148.6210903,609.8549
2018,Season A,Nyaruguru,Ground nuts,NA,NA
2018,Season A,Nyaruguru,Soya beans,672.5226865,980.5749
2018,Season A,Nyaruguru,Vegetables,2159.860256,168.6474
2018,Season A,Nyaruguru,Fruits,NA,NA
2018,Season A,Nyaruguru,Fodder crops,2168.651138,430.2929
2018,Season A,Nyaruguru,Other crops,1055.782547,1238.933
2018,Season A,Huye,Maize,4304.88238,2277.6824
2018,Season A,Huye,Sorghum,16.93060831,19.20186
2018,Season A,Huye,Paddy rice,6032.835925,1899.1637
2018,Season A,Huye,Wheat,NA,NA
2018,Season A,Huye,Other Cereals,147.9951351,343.8321
2018,Season A,Huye,Cassava,5299.368436,3829.615
2018,Season A,Huye,Sweet potatoes,16245.54712,1785.565
2018,Season A,Huye,Irish potatoes,1668.801771,411.4698
2018,Season A,Huye,Yams & Taro,1473.296556,63.67939
2018,Season A,Huye,Cooking Banana,2455.954868,575.6905
2018,Season A,Huye,Dessert banana,2016.085218,1343.146
2018,Season A,Huye,Banana for beer,9299.137384,2039.239
2018,Season A,Huye,Legumes and Pulses,10147.25589,10893.84965
2018,Season A,Huye,Bush bean,6941.337516,7107.110487
2018,Season A,Huye,Small red bean,21.25668842,NA
2018,Season A,Huye,Climbing bean,2197.995419,1815.19
2018,Season A,Huye,Peas,306.2627175,430.8236
2018,Season A,Huye,Ground nuts,60.92434631,158.811
2018,Season A,Huye,Soya beans,640.735888,1381.914559
2018,Season A,Huye,Vegetables,7415.304265,590.300902
2018,Season A,Huye,Fruits,3200.89107,72.34954
2018,Season A,Huye,Fodder crops,332.9861467,50.616437
2018,Season A,Huye,Other crops,NA,1013.29
2018,Season A,Nyamagabe,Maize,2909.335517,2293.84126
2018,Season A,Nyamagabe,Sorghum,NA,NA
2018,Season A,Nyamagabe,Paddy rice,NA,NA
2018,Season A,Nyamagabe,Wheat,NA,NA
2018,Season A,Nyamagabe,Other Cereals,NA,62.17348
2018,Season A,Nyamagabe,Cassava,6895.284516,5255.163
2018,Season A,Nyamagabe,Sweet potatoes,47255.33063,5612.65
2018,Season A,Nyamagabe,Irish potatoes,13232.11445,1785.355826
2018,Season A,Nyamagabe,Yams & Taro,1711.58412,419.6411
2018,Season A,Nyamagabe,Cooking Banana,2823.700733,468.0469
2018,Season A,Nyamagabe,Dessert banana,1271.677697,467.98
2018,Season A,Nyamagabe,Banana for beer,14964.58971,3529.217
2018,Season A,Nyamagabe,Legumes and Pulses,8737.973544,10495.93345
2018,Season A,Nyamagabe,Bush bean,2276.764564,2789.9785
2018,Season A,Nyamagabe,Small red bean,203.3568201,NA
2018,Season A,Nyamagabe,Climbing bean,4936.932018,4609.653908
2018,Season A,Nyamagabe,Peas,1162.445678,1801.002044
2018,Season A,Nyamagabe,Ground nuts,NA,NA
2018,Season A,Nyamagabe,Soya beans,361.8312837,1295.299
2018,Season A,Nyamagabe,Vegetables,6381.902338,319.8248
2018,Season A,Nyamagabe,Fruits,NA,53.12931
2018,Season A,Nyamagabe,Fodder crops,1872.4554,267.5857
2018,Season A,Nyamagabe,Other crops,NA,603.422
2018,Season A,Ruhango,Maize,1898.4603,1385.772347
2018,Season A,Ruhango,Sorghum,NA,NA
2018,Season A,Ruhango,Paddy rice,2032.266725,845.66733
2018,Season A,Ruhango,Wheat,NA,NA
2018,Season A,Ruhango,Other Cereals,108.223827,115.047
2018,Season A,Ruhango,Cassava,120797.13,21824.45583
2018,Season A,Ruhango,Sweet potatoes,15115.09887,2066.434
2018,Season A,Ruhango,Irish potatoes,1529.297479,400.5906
2018,Season A,Ruhango,Yams & Taro,2824.587298,446.2391
2018,Season A,Ruhango,Cooking Banana,2098.192214,629.0365
2018,Season A,Ruhango,Dessert banana,1390.845915,1341.581498
2018,Season A,Ruhango,Banana for beer,18194.70393,5638.371
2018,Season A,Ruhango,Legumes and Pulses,10533.36184,16745.47578
2018,Season A,Ruhango,Bush bean,6636.171099,9952.60768
2018,Season A,Ruhango,Small red bean,NA,NA
2018,Season A,Ruhango,Climbing bean,1425.552274,2192.821
2018,Season A,Ruhango,Peas,242.4951671,303.5481
2018,Season A,Ruhango,Ground nuts,1085.303868,1389.671
2018,Season A,Ruhango,Soya beans,1143.839434,2906.828
2018,Season A,Ruhango,Vegetables,1573.298535,163.9001
2018,Season A,Ruhango,Fruits,508.2387763,345.4893
2018,Season A,Ruhango,Fodder crops,1363.525499,288.0182
2018,Season A,Ruhango,Other crops,287.3593426,1527.084296
2018,Season A,Muhanga,Maize,2063.863007,1866.4738
2018,Season A,Muhanga,Sorghum,NA,NA
2018,Season A,Muhanga,Paddy rice,355.631743,136.010563
2018,Season A,Muhanga,Wheat,NA,NA
2018,Season A,Muhanga,Other Cereals,907.8293724,1016.052
2018,Season A,Muhanga,Cassava,8029.889593,8207.519
2018,Season A,Muhanga,Sweet potatoes,31445.04623,4275.928
2018,Season A,Muhanga,Irish potatoes,413.1902975,161.6522
2018,Season A,Muhanga,Yams & Taro,7227.144818,1542.856
2018,Season A,Muhanga,Cooking Banana,9153.03937,1384.939
2018,Season A,Muhanga,Dessert banana,11668.3641,2625.76
2018,Season A,Muhanga,Banana for beer,51824.02813,11975.15
2018,Season A,Muhanga,Legumes and Pulses,9654.816499,13789.78474
2018,Season A,Muhanga,Bush bean,4769.60103,7262.355
2018,Season A,Muhanga,Small red bean,NA,NA
2018,Season A,Muhanga,Climbing bean,2849.601198,2889.287
2018,Season A,Muhanga,Peas,123.8378681,154.702
2018,Season A,Muhanga,Ground nuts,103.5601492,123.3374
2018,Season A,Muhanga,Soya beans,1808.216253,3360.10334
2018,Season A,Muhanga,Vegetables,4387.615926,528.4857
2018,Season A,Muhanga,Fruits,4.76210513,18.52294
2018,Season A,Muhanga,Fodder crops,597.0217348,205.8776
2018,Season A,Muhanga,Other crops,957.3861571,827.4532
2018,Season A,Kamonyi,Maize,6554.927978,4979.3125
2018,Season A,Kamonyi,Sorghum,NA,NA
2018,Season A,Kamonyi,Paddy rice,861.3878771,160.398348
2018,Season A,Kamonyi,Wheat,NA,NA
2018,Season A,Kamonyi,Other Cereals,NA,NA
2018,Season A,Kamonyi,Cassava,35769.52636,11435.63
2018,Season A,Kamonyi,Sweet potatoes,33144.62767,3678.062
2018,Season A,Kamonyi,Irish potatoes,1162.91771,283.9314
2018,Season A,Kamonyi,Yams & Taro,6406.099075,985.4419
2018,Season A,Kamonyi,Cooking Banana,7567.72696,1073.274
2018,Season A,Kamonyi,Dessert banana,7333.171789,1892.07
2018,Season A,Kamonyi,Banana for beer,25448.01049,6902.852
2018,Season A,Kamonyi,Legumes and Pulses,13172.15257,16816.30818
2018,Season A,Kamonyi,Bush bean,10893.86347,12680.89
2018,Season A,Kamonyi,Small red bean,NA,NA
2018,Season A,Kamonyi,Climbing bean,519.5923165,684.1213
2018,Season A,Kamonyi,Peas,352.395798,611.8995
2018,Season A,Kamonyi,Ground nuts,647.3846069,1224.804
2018,Season A,Kamonyi,Soya beans,758.9163743,1614.59338
2018,Season A,Kamonyi,Vegetables,12354.09627,990.0805
2018,Season A,Kamonyi,Fruits,897.4485131,179.6371
2018,Season A,Kamonyi,Fodder crops,2171.155821,339.2041
2018,Season A,Kamonyi,Other crops,NA,1547.226
2018,Season A,Karongi,Maize,5732.441421,4919.516
2018,Season A,Karongi,Sorghum,6.017242355,8.151046
2018,Season A,Karongi,Paddy rice,NA,NA
2018,Season A,Karongi,Wheat,NA,NA
2018,Season A,Karongi,Other Cereals,NA,NA
2018,Season A,Karongi,Cassava,18589.13954,9069.026
2018,Season A,Karongi,Sweet potatoes,36890.62915,5339.379
2018,Season A,Karongi,Irish potatoes,5323.425561,1035.086
2018,Season A,Karongi,Yams & Taro,10379.06606,699.8191
2018,Season A,Karongi,Cooking Banana,3404.530123,658.7738
2018,Season A,Karongi,Dessert banana,1487.493134,647.9614
2018,Season A,Karongi,Banana for beer,24669.53167,6378.946
2018,Season A,Karongi,Legumes and Pulses,6362.301837,7363.63202
2018,Season A,Karongi,Bush bean,2356.387798,3227.95405
2018,Season A,Karongi,Small red bean,14.7921513,NA
2018,Season A,Karongi,Climbing bean,3455.774542,3321.672
2018,Season A,Karongi,Peas,202.9862505,325.3356
2018,Season A,Karongi,Ground nuts,39.88342058,70.10947
2018,Season A,Karongi,Soya beans,307.269826,418.5609
2018,Season A,Karongi,Vegetables,7044.62149,579.9932305
2018,Season A,Karongi,Fruits,1636.972841,226.6484
2018,Season A,Karongi,Fodder crops,1887.571228,228.6413
2018,Season A,Karongi,Other crops,747.830155,724.76829
2018,Season A,Rutsiro,Maize,9851.731405,7567.48
2018,Season A,Rutsiro,Sorghum,245.8326392,239.7759
2018,Season A,Rutsiro,Paddy rice,NA,NA
2018,Season A,Rutsiro,Wheat,192.3401381,198.2924
2018,Season A,Rutsiro,Other Cereals,7.77815798,12.6192
2018,Season A,Rutsiro,Cassava,2062.451603,3163.23
2018,Season A,Rutsiro,Sweet potatoes,22874.23648,2795.927
2018,Season A,Rutsiro,Irish potatoes,31429.01057,3685.802
2018,Season A,Rutsiro,Yams & Taro,2514.504524,430.481
2018,Season A,Rutsiro,Cooking Banana,7623.293311,777.0546
2018,Season A,Rutsiro,Dessert banana,8790.222849,1692.385
2018,Season A,Rutsiro,Banana for beer,21581.64075,2924.98
2018,Season A,Rutsiro,Legumes and Pulses,5997.509138,6914.0767
2018,Season A,Rutsiro,Bush bean,634.0837924,847.8338
2018,Season A,Rutsiro,Small red bean,NA,NA
2018,Season A,Rutsiro,Climbing bean,4609.962647,4755.265
2018,Season A,Rutsiro,Peas,64.2196407,384.0442
2018,Season A,Rutsiro,Ground nuts,NA,NA
2018,Season A,Rutsiro,Soya beans,689.2430575,926.9337
2018,Season A,Rutsiro,Vegetables,5271.47206,387.2887
2018,Season A,Rutsiro,Fruits,878.8341985,427.1758
2018,Season A,Rutsiro,Fodder crops,1978.579133,555.0938
2018,Season A,Rutsiro,Other crops,4142.320521,3117.591
2018,Season A,Rubavu,Maize,5393.957769,3396.482941
2018,Season A,Rubavu,Sorghum,31.739729,33.81719
2018,Season A,Rubavu,Paddy rice,NA,NA
2018,Season A,Rubavu,Wheat,NA,NA
2018,Season A,Rubavu,Other Cereals,NA,NA
2018,Season A,Rubavu,Cassava,240.8534935,32.12633
2018,Season A,Rubavu,Sweet potatoes,2941.649966,769.174199
2018,Season A,Rubavu,Irish potatoes,66183.13773,5300.61201
2018,Season A,Rubavu,Yams & Taro,275.1277604,33.83273
2018,Season A,Rubavu,Cooking Banana,1541.263587,636.017835
2018,Season A,Rubavu,Dessert banana,86.79745486,54.10335
2018,Season A,Rubavu,Banana for beer,108.2755196,106.835
2018,Season A,Rubavu,Legumes and Pulses,3758.706457,3722.210349
2018,Season A,Rubavu,Bush bean,23.47273325,6.762399
2018,Season A,Rubavu,Small red bean,NA,NA
2018,Season A,Rubavu,Climbing bean,3658.352379,3586.66535
2018,Season A,Rubavu,Peas,76.88134485,128.7826
2018,Season A,Rubavu,Ground nuts,NA,NA
2018,Season A,Rubavu,Soya beans,NA,NA
2018,Season A,Rubavu,Vegetables,6016.018223,578.8761399
2018,Season A,Rubavu,Fruits,163.344108,26.6762
2018,Season A,Rubavu,Fodder crops,178.7575987,25.15046
2018,Season A,Rubavu,Other crops,4140.629414,994.074011
2018,Season A,Nyabihu,Maize,4091.61578,2235.03
2018,Season A,Nyabihu,Sorghum,281.9554221,262.7992
2018,Season A,Nyabihu,Paddy rice,NA,NA
2018,Season A,Nyabihu,Wheat,574.9056304,720.3063
2018,Season A,Nyabihu,Other Cereals,NA,NA
2018,Season A,Nyabihu,Cassava,1296.899447,998.5956
2018,Season A,Nyabihu,Sweet potatoes,18832.90375,3045.739
2018,Season A,Nyabihu,Irish potatoes,104581.7832,7369.876
2018,Season A,Nyabihu,Yams & Taro,838.3069417,92.10734
2018,Season A,Nyabihu,Cooking Banana,2158.296382,440.5065
2018,Season A,Nyabihu,Dessert banana,331.737954,328.1315
2018,Season A,Nyabihu,Banana for beer,2167.649729,601.9439
2018,Season A,Nyabihu,Legumes and Pulses,7316.960298,7400.41835
2018,Season A,Nyabihu,Bush bean,170.9446004,289.9647
2018,Season A,Nyabihu,Small red bean,NA,NA
2018,Season A,Nyabihu,Climbing bean,6395.155994,5351.183
2018,Season A,Nyabihu,Peas,719.4439608,1730.968
2018,Season A,Nyabihu,Ground nuts,NA,NA
2018,Season A,Nyabihu,Soya beans,31.41574338,28.30265
2018,Season A,Nyabihu,Vegetables,9506.375195,696.1591
2018,Season A,Nyabihu,Fruits,698.5307239,146.9277
2018,Season A,Nyabihu,Fodder crops,1178.313389,36.81967
2018,Season A,Nyabihu,Other crops,800.6518641,2211.689
2018,Season A,Ngororero,Maize,6110.988905,4392.508
2018,Season A,Ngororero,Sorghum,240.7434869,220.7036
2018,Season A,Ngororero,Paddy rice,NA,NA
2018,Season A,Ngororero,Wheat,350.9195147,394.7483
2018,Season A,Ngororero,Other Cereals,3.911350464,6.345733
2018,Season A,Ngororero,Cassava,5437.969575,5283.159
2018,Season A,Ngororero,Sweet potatoes,34974.4493,6102.279
2018,Season A,Ngororero,Irish potatoes,11220.60894,2257.205
2018,Season A,Ngororero,Yams & Taro,6756.701555,986.8591
2018,Season A,Ngororero,Cooking Banana,2978.288937,568.3616
2018,Season A,Ngororero,Dessert banana,763.2252107,530.8867
2018,Season A,Ngororero,Banana for beer,28517.49629,7854.403
2018,Season A,Ngororero,Legumes and Pulses,6233.50498,8732.8188
2018,Season A,Ngororero,Bush bean,766.9419273,1374.973
2018,Season A,Ngororero,Small red bean,NA,NA
2018,Season A,Ngororero,Climbing bean,4724.945256,5805.927
2018,Season A,Ngororero,Peas,347.2499113,683.2973
2018,Season A,Ngororero,Ground nuts,NA,NA
2018,Season A,Ngororero,Soya beans,394.3678852,868.6215
2018,Season A,Ngororero,Vegetables,4183.215186,514.0523
2018,Season A,Ngororero,Fruits,714.6636863,271.4629
2018,Season A,Ngororero,Fodder crops,4500.692382,404.8142
2018,Season A,Ngororero,Other crops,223.8109294,479.8047
2018,Season A,Rusizi,Maize,7946.146819,5650.831514
2018,Season A,Rusizi,Sorghum,31.79835113,9.430625
2018,Season A,Rusizi,Paddy rice,7281.561605,1935.7035
2018,Season A,Rusizi,Wheat,NA,NA
2018,Season A,Rusizi,Other Cereals,NA,NA
2018,Season A,Rusizi,Cassava,24188.55043,17388.89
2018,Season A,Rusizi,Sweet potatoes,10357.3437,1437.83
2018,Season A,Rusizi,Irish potatoes,202.1538839,115.9005
2018,Season A,Rusizi,Yams & Taro,3922.548328,866.3618
2018,Season A,Rusizi,Cooking Banana,6622.687639,1891.297
2018,Season A,Rusizi,Dessert banana,192.7509263,122.6597
2018,Season A,Rusizi,Banana for beer,7777.220228,2040.804
2018,Season A,Rusizi,Legumes and Pulses,6427.272949,7922.097681
2018,Season A,Rusizi,Bush bean,4642.929891,5567.669981
2018,Season A,Rusizi,Small red bean,NA,NA
2018,Season A,Rusizi,Climbing bean,1553.594907,1999.753
2018,Season A,Rusizi,Peas,53.38658393,103.9788
2018,Season A,Rusizi,Ground nuts,16.89834435,30.0798
2018,Season A,Rusizi,Soya beans,160.463223,220.6161
2018,Season A,Rusizi,Vegetables,6598.043572,535.9626
2018,Season A,Rusizi,Fruits,5366.102189,742.2148
2018,Season A,Rusizi,Fodder crops,1266.459764,126.134
2018,Season A,Rusizi,Other crops,1513.57124,2398.9095
2018,Season A,Nyamasheke,Maize,3626.584643,3126.641
2018,Season A,Nyamasheke,Sorghum,142.4936039,65.55116
2018,Season A,Nyamasheke,Paddy rice,1944.364955,508.8631
2018,Season A,Nyamasheke,Wheat,NA,NA
2018,Season A,Nyamasheke,Other Cereals,NA,NA
2018,Season A,Nyamasheke,Cassava,89882.87145,21182.58
2018,Season A,Nyamasheke,Sweet potatoes,39893.49257,5116.574
2018,Season A,Nyamasheke,Irish potatoes,99.45610164,19.11882
2018,Season A,Nyamasheke,Yams & Taro,2552.390562,591.9947
2018,Season A,Nyamasheke,Cooking Banana,4026.6175,1691.683
2018,Season A,Nyamasheke,Dessert banana,383.1160867,387.869
2018,Season A,Nyamasheke,Banana for beer,9818.424707,3053.292
2018,Season A,Nyamasheke,Legumes and Pulses,5839.76357,6944.53424
2018,Season A,Nyamasheke,Bush bean,1686.224199,2108.393
2018,Season A,Nyamasheke,Small red bean,NA,NA
2018,Season A,Nyamasheke,Climbing bean,2896.232451,2696.131
2018,Season A,Nyamasheke,Peas,17.88731844,19.00884
2018,Season A,Nyamasheke,Ground nuts,171.6029426,474.0824
2018,Season A,Nyamasheke,Soya beans,1067.81666,1646.919
2018,Season A,Nyamasheke,Vegetables,4807.290179,366.9557
2018,Season A,Nyamasheke,Fruits,245.4037782,148.2496
2018,Season A,Nyamasheke,Fodder crops,6651.95887,409.0621
2018,Season A,Nyamasheke,Other crops,3017.558721,3962.38935
2018,Season A,Rulindo,Maize,9355.389113,5214.471661
2018,Season A,Rulindo,Sorghum,NA,NA
2018,Season A,Rulindo,Paddy rice,NA,NA
2018,Season A,Rulindo,Wheat,119.9856473,143.767375
2018,Season A,Rulindo,Other Cereals,3.209671758,5.207337
2018,Season A,Rulindo,Cassava,5494.449804,5525.251
2018,Season A,Rulindo,Sweet potatoes,20333.39365,3410.147
2018,Season A,Rulindo,Irish potatoes,4136.948768,692.6423
2018,Season A,Rulindo,Yams & Taro,784.8000427,170.8874
2018,Season A,Rulindo,Cooking Banana,5568.874727,1273.054972
2018,Season A,Rulindo,Dessert banana,5686.108201,1405.465508
2018,Season A,Rulindo,Banana for beer,18609.45469,4628.256
2018,Season A,Rulindo,Legumes and Pulses,10361.29291,13483.82716
2018,Season A,Rulindo,Bush bean,6708.180891,9565.30704
2018,Season A,Rulindo,Small red bean,NA,NA
2018,Season A,Rulindo,Climbing bean,3197.340305,2874.788118
2018,Season A,Rulindo,Peas,89.31952452,259.1919
2018,Season A,Rulindo,Ground nuts,83.75560181,138.6912
2018,Season A,Rulindo,Soya beans,282.6965887,645.8489
2018,Season A,Rulindo,Vegetables,7133.302202,499.0207071
2018,Season A,Rulindo,Fruits,29.49380328,18.22599
2018,Season A,Rulindo,Fodder crops,1151.787119,255.4603
2018,Season A,Rulindo,Other crops,485.4328022,1159.636
2018,Season A,Gakenke,Maize,15902.62004,9716.324
2018,Season A,Gakenke,Sorghum,NA,NA
2018,Season A,Gakenke,Paddy rice,NA,NA
2018,Season A,Gakenke,Wheat,NA,NA
2018,Season A,Gakenke,Other Cereals,179.3798842,220.6948
2018,Season A,Gakenke,Cassava,3541.019557,5199.01
2018,Season A,Gakenke,Sweet potatoes,37771.10479,5460.089
2018,Season A,Gakenke,Irish potatoes,11974.03822,2118.541
2018,Season A,Gakenke,Yams & Taro,4181.813606,904.8626
2018,Season A,Gakenke,Cooking Banana,20681.49898,2117.446
2018,Season A,Gakenke,Dessert banana,14790.20059,2383.328
2018,Season A,Gakenke,Banana for beer,46538.23686,7685.582
2018,Season A,Gakenke,Legumes and Pulses,9206.987709,11817.63123
2018,Season A,Gakenke,Bush bean,873.5222378,1769.854
2018,Season A,Gakenke,Small red bean,NA,NA
2018,Season A,Gakenke,Climbing bean,7561.809471,8544.851
2018,Season A,Gakenke,Peas,422.2019312,562.243
2018,Season A,Gakenke,Ground nuts,33.20412288,63.35753
2018,Season A,Gakenke,Soya beans,316.249946,877.3257
2018,Season A,Gakenke,Vegetables,3652.014885,385.1807
2018,Season A,Gakenke,Fruits,4719.788226,444.4661
2018,Season A,Gakenke,Fodder crops,2824.266439,591.3976
2018,Season A,Gakenke,Other crops,4134.063941,1604.909
