year,Seasons,Districts,Crop_Type,Production,Arable_Size
2018,Season B,Musanze,Soya beans,60.88738,41.63508879
2018,Season B,Musanze,Vegetables,703.1304,4112.235999
2018,Season B,Musanze,Fruits,447.0748,1865.525732
2018,Season B,Musanze,Fodder crops,394.5514,2195.400475
2018,Season B,Musanze,Other crops,375.5833,105.823741
2018,Season B,Burera,Maize,2301.671,2515.312102
2018,Season B,Burera,Sorghum,4687.197,5507.756456
2018,Season B,Burera,Paddy rice,NA,NA
2018,Season B,Burera,Wheat,2104.35,2706.688622
2018,Season B,Burera,Other Cereals,NA,NA
2018,Season B,Burera,Cassava,301.679,NA
2018,Season B,Burera,Sweet potatoes,2449.606,15404.53595
2018,Season B,Burera,Irish potatoes,5217.585,48362.84932
2018,Season B,Burera,Yams & Taro,119.0811,1331.830411
2018,Season B,Burera,Cooking Banana,1170.576,4178.896762
2018,Season B,Burera,Dessert banana,308.9415,2109.335933
2018,Season B,Burera,Banana for beer,788.6629,2076.753335
2018,Season B,Burera,Legumes and Pulses,11836.10103,14032.30767
2018,Season B,Burera,Bush bean,506.4816,460.5145962
2018,Season B,Burera,Climbing bean,10191.27,12676.9819
2018,Season B,Burera,Peas,1050.216,849.0986908
2018,Season B,Burera,Ground nuts,NA,NA
2018,Season B,Burera,Soya beans,88.13343,45.71248342
2018,Season B,Burera,Vegetables,540.935,8478.51805
2018,Season B,Burera,Fruits,100.3329,316.9444665
2018,Season B,Burera,Fodder crops,310.657,1867.630766
2018,Season B,Burera,Other crops,410.5412,8876.798591
2018,Season B,Gicumbi,Maize,3091.667,2909.291728
2018,Season B,Gicumbi,Sorghum,9812.13,9608.40467
2018,Season B,Gicumbi,Paddy rice,NA,NA
2018,Season B,Gicumbi,Wheat,136.8446,46.02032731
2018,Season B,Gicumbi,Other Cereals,NA,NA
2018,Season B,Gicumbi,Cassava,2335.319,7344.249885
2018,Season B,Gicumbi,Sweet potatoes,3776.923,26252.17183
2018,Season B,Gicumbi,Irish potatoes,5054.387551,43790.09009
2018,Season B,Gicumbi,Yams & Taro,212.1424,1208.801397
2018,Season B,Gicumbi,Cooking Banana,3993.982,12338.239
2018,Season B,Gicumbi,Dessert banana,2222.024,9030.880617
2018,Season B,Gicumbi,Banana for beer,2982.228,8910.949596
2018,Season B,Gicumbi,Legumes and Pulses,11812.76904,9973.599963
2018,Season B,Gicumbi,Bush bean,2848.192,1791.323363
2018,Season B,Gicumbi,Climbing bean,7581.989,7599.382083
2018,Season B,Gicumbi,Peas,1052.579,412.2495124
2018,Season B,Gicumbi,Ground nuts,324.5061,170.6450049
2018,Season B,Gicumbi,Soya beans,5.502935,NA
2018,Season B,Gicumbi,Vegetables,552.7397,7294.642149
2018,Season B,Gicumbi,Fruits,191.2493,284.8536708
2018,Season B,Gicumbi,Fodder crops,116.535026,568.3780207
2018,Season B,Gicumbi,Other crops,1008.54,3144.049687
2018,Season B,Rwamagana,Maize,2737.71161,2165.701917
2018,Season B,Rwamagana,Sorghum,8889.61654,9463.59876
2018,Season B,Rwamagana,Paddy rice,341.71606,1374.590806
2018,Season B,Rwamagana,Wheat,NA,NA
2018,Season B,Rwamagana,Other Cereals,13.68331,4.073536439
2018,Season B,Rwamagana,Cassava,5981.769257,13724.38084
2018,Season B,Rwamagana,Sweet potatoes,2390.175869,14728.40121
2018,Season B,Rwamagana,Irish potatoes,1510.007674,3876.373661
2018,Season B,Rwamagana,Yams & Taro,1205.64924,5700.478804
2018,Season B,Rwamagana,Cooking Banana,8655.37272,52681.25548
2018,Season B,Rwamagana,Dessert banana,1159.863903,6905.441348
2018,Season B,Rwamagana,Banana for beer,1811.929797,9967.890572
2018,Season B,Rwamagana,Legumes and Pulses,8189.891527,5723.481866
2018,Season B,Rwamagana,Bush bean,6737.77031,4682.920664
2018,Season B,Rwamagana,Climbing bean,337.4261,682.6379698
2018,Season B,Rwamagana,Peas,234.4309714,81.01265821
2018,Season B,Rwamagana,Ground nuts,755.1597,237.3267575
2018,Season B,Rwamagana,Soya beans,125.104446,39.58381724
2018,Season B,Rwamagana,Vegetables,940.5962753,15290.56554
2018,Season B,Rwamagana,Fruits,769.8885011,1428.241845
2018,Season B,Rwamagana,Fodder crops,1212.1267,23994.65448
2018,Season B,Rwamagana,Other crops,2695.744001,3623.610972
2018,Season B,Nyagatare,Maize,16684.51748,22786.9267
2018,Season B,Nyagatare,Sorghum,9202.044917,11011.82264
2018,Season B,Nyagatare,Paddy rice,2072.3822,11199.4065
2018,Season B,Nyagatare,Wheat,NA,NA
2018,Season B,Nyagatare,Other Cereals,139.7602,9.201637789
2018,Season B,Nyagatare,Cassava,7815.704815,14174.00139
2018,Season B,Nyagatare,Sweet potatoes,1813.280153,10554.62643
2018,Season B,Nyagatare,Irish potatoes,1745.636508,7779.956305
2018,Season B,Nyagatare,Yams & Taro,144.5596314,764.4238521
2018,Season B,Nyagatare,Cooking Banana,6461.28016,40279.69582
2018,Season B,Nyagatare,Dessert banana,654.5813276,2302.568808
2018,Season B,Nyagatare,Banana for beer,2306.499169,5418.219563
2018,Season B,Nyagatare,Legumes and Pulses,34015.53408,38282.53322
2018,Season B,Nyagatare,Bush bean,28029.2391,33848.64228
2018,Season B,Nyagatare,Climbing bean,847.81209,1407.231281
2018,Season B,Nyagatare,Peas,238.0368,119.9640012
2018,Season B,Nyagatare,Ground nuts,3720.727904,2226.156489
2018,Season B,Nyagatare,Soya beans,1179.71819,680.5391642
2018,Season B,Nyagatare,Vegetables,470.5468602,7984.193717
2018,Season B,Nyagatare,Fruits,66.5756095,561.8055505
2018,Season B,Nyagatare,Fodder crops,29.610408,41.68900076
2018,Season B,Nyagatare,Other crops,966.4259,2272.531004
2018,Season B,Gatsibo,Maize,8687.4172,12249.18866
2018,Season B,Gatsibo,Sorghum,7578.33923,7940.298256
2018,Season B,Gatsibo,Paddy rice,1096.60417,4209.782521
2018,Season B,Gatsibo,Wheat,778.12,734.73483
2018,Season B,Gatsibo,Other Cereals,73.32842,50.81979737
2018,Season B,Gatsibo,Cassava,4911.467448,32205.18535
2018,Season B,Gatsibo,Sweet potatoes,1834.823443,8466.318209
2018,Season B,Gatsibo,Irish potatoes,2385.037682,6955.119469
2018,Season B,Gatsibo,Yams & Taro,742.2837821,2372.556984
2018,Season B,Gatsibo,Cooking Banana,8598.3152,38649.33248
2018,Season B,Gatsibo,Dessert banana,2695.737463,12209.76889
2018,Season B,Gatsibo,Banana for beer,8253.038081,32294.23103
2018,Season B,Gatsibo,Legumes and Pulses,20004.32008,16386.28081
2018,Season B,Gatsibo,Bush bean,14260.73941,12944.72509
2018,Season B,Gatsibo,Climbing bean,977.715272,959.7751361
2018,Season B,Gatsibo,Peas,565.1631,156.7621714
2018,Season B,Gatsibo,Ground nuts,3894.646422,2130.390956
2018,Season B,Gatsibo,Soya beans,306.05588,194.6274507
2018,Season B,Gatsibo,Vegetables,286.9936,2448.330003
2018,Season B,Gatsibo,Fruits,46.15162,217.706468
2018,Season B,Gatsibo,Fodder crops,93.560704,443.0832879
2018,Season B,Gatsibo,Other crops,3227.206,4854.725758
2018,Season B,Kayonza,Maize,6788.42869,5546.270835
2018,Season B,Kayonza,Sorghum,13351.36818,11194.39038
2018,Season B,Kayonza,Paddy rice,537.7426,1955.307687
2018,Season B,Kayonza,Wheat,1.26239,2.500000547
2018,Season B,Kayonza,Other Cereals,410.7153481,150.166235
2018,Season B,Kayonza,Cassava,9284.41836,19049.06111
2018,Season B,Kayonza,Sweet potatoes,2594.52512,20910.74214
2018,Season B,Kayonza,Irish potatoes,2871.10205,7246.77666
2018,Season B,Kayonza,Yams & Taro,479.5549,2767.274907
2018,Season B,Kayonza,Cooking Banana,11100.17043,26376.4244
2018,Season B,Kayonza,Dessert banana,1051.415897,4294.98424
2018,Season B,Kayonza,Banana for beer,3095.629604,6659.573924
2018,Season B,Kayonza,Legumes and Pulses,15190.47576,10812.59451
2018,Season B,Kayonza,Bush bean,12584.9112,9461.644836
2018,Season B,Kayonza,Climbing bean,432.8711,421.1188228
2018,Season B,Kayonza,Peas,877.8332355,412.9798956
2018,Season B,Kayonza,Ground nuts,943.438181,436.2892802
2018,Season B,Kayonza,Soya beans,351.42204,80.5616721
2018,Season B,Kayonza,Vegetables,377.4641251,1102.848189
2018,Season B,Kayonza,Fruits,145.0848735,121.3223106
2018,Season B,Kayonza,Fodder crops,49.4753078,14.50000114
2018,Season B,Kayonza,Other crops,1089.831,1990.961231
2018,Season B,Kirehe,Maize,3677.7928,4851.810493
2018,Season B,Kirehe,Sorghum,12191.51,11228.65624
2018,Season B,Kirehe,Paddy rice,1031.3799,3128.571429
2018,Season B,Kirehe,Wheat,NA,NA
2018,Season B,Kirehe,Other Cereals,245.19,93.15533927
2018,Season B,Kirehe,Cassava,8207.184,18532.82709
2018,Season B,Kirehe,Sweet potatoes,825.6747,2983.18581
2018,Season B,Kirehe,Irish potatoes,1745.006366,4840.571481
2018,Season B,Kirehe,Yams & Taro,951.2558,3142.705187
2018,Season B,Kirehe,Cooking Banana,13043.57,62694.36389
2018,Season B,Kirehe,Dessert banana,320.6665,661.1845773
2018,Season B,Kirehe,Banana for beer,5631.268,15556.06898
2018,Season B,Kirehe,Legumes and Pulses,20640.31116,15248.55905
2018,Season B,Kirehe,Bush bean,11709.9848,7352.32468
2018,Season B,Kirehe,Climbing bean,6713.954,7074.291911
2018,Season B,Kirehe,Peas,91.79818,55.33662221
2018,Season B,Kirehe,Ground nuts,1346.654,445.7633471
2018,Season B,Kirehe,Soya beans,777.92018,320.8424907
2018,Season B,Kirehe,Vegetables,118.371,1538.340689
2018,Season B,Kirehe,Fruits,29.3494,203.9688244
2018,Season B,Kirehe,Fodder crops,129.2687,118.8792014
2018,Season B,Kirehe,Other crops,1590.72257,2536.529083
2018,Season B,Ngoma,Maize,3491.038735,1946.517592
2018,Season B,Ngoma,Sorghum,4951.008228,4059.8124
2018,Season B,Ngoma,Paddy rice,1014.5828,3104.060749
2018,Season B,Ngoma,Wheat,NA,NA
2018,Season B,Ngoma,Other Cereals,287.2034,98.72197558
2018,Season B,Ngoma,Cassava,7435.061,39804.72097
2018,Season B,Ngoma,Sweet potatoes,2955.089727,21440.09781
2018,Season B,Ngoma,Irish potatoes,1180.130184,2785.941339
2018,Season B,Ngoma,Yams & Taro,484.1118,2663.804847
2018,Season B,Ngoma,Cooking Banana,12757.05374,54951.15039
2018,Season B,Ngoma,Dessert banana,1131.626105,3470.20889
2018,Season B,Ngoma,Banana for beer,2545.362553,8433.175826
2018,Season B,Ngoma,Legumes and Pulses,16680.89124,12033.22883
2018,Season B,Ngoma,Bush bean,14276.75994,10349.24873
2018,Season B,Ngoma,Climbing bean,867.4381,1089.859638
2018,Season B,Ngoma,Peas,34.17597,27.85865131
2018,Season B,Ngoma,Ground nuts,589.0996,243.2290923
2018,Season B,Ngoma,Soya beans,913.417634,323.0327191
2018,Season B,Ngoma,Vegetables,129.2940911,2692.850113
2018,Season B,Ngoma,Fruits,712.7049318,2666.993196
2018,Season B,Ngoma,Fodder crops,187.8889158,1991.346632
2018,Season B,Ngoma,Other crops,1369.2741,1672.332225
2018,Season B,Bugesera,Maize,6895.7111,13702.53433
2018,Season B,Bugesera,Sorghum,6108.51777,5416.431059
2018,Season B,Bugesera,Paddy rice,1471.18742,2874.384771
2018,Season B,Bugesera,Wheat,NA,NA
2018,Season B,Bugesera,Other Cereals,91.43582,40.64967736
2018,Season B,Bugesera,Cassava,6641.2022,37794.71945
2018,Season B,Bugesera,Sweet potatoes,1488.80896,9816.591323
2018,Season B,Bugesera,Irish potatoes,16.30749,NA
2018,Season B,Bugesera,Yams & Taro,896.7655,5749.880073
2018,Season B,Bugesera,Cooking Banana,3836.90747,10576.67565
2018,Season B,Bugesera,Dessert banana,1784.688955,7922.880457
2018,Season B,Bugesera,Banana for beer,7317.295968,25886.61042
2018,Season B,Bugesera,Legumes and Pulses,19280.09854,16857.93191
2018,Season B,Bugesera,Bush bean,15493.47466,15317.63912
2018,Season B,Bugesera,Climbing bean,186.7115,125.3718431
2018,Season B,Bugesera,Peas,19.54494,28.7499813
2018,Season B,Bugesera,Ground nuts,2848.645362,1069.879396
2018,Season B,Bugesera,Soya beans,731.7220812,316.2915691
2018,Season B,Bugesera,Vegetables,308.3780785,2128.438712
2018,Season B,Bugesera,Fruits,777.5038334,146.4742524
2018,Season B,Bugesera,Fodder crops,339.646839,5182.21967
2018,Season B,Bugesera,Other crops,154.2507465,163.7230959
2018,Season C,Nyarugenge,Sweet potatoes,203.3564457,34.21355
2018,Season C,Nyarugenge,Irish potatoes,NA,NA
2018,Season C,Nyarugenge,Yams & Taro,NA,NA
2018,Season C,Nyarugenge,Legumes and Pulses,25.78713982,39.18593
2018,Season C,Nyarugenge,Bush bean,25.78713982,39.18593
2018,Season C,Nyarugenge,Climbing bean,NA,NA
2018,Season C,Nyarugenge,Peas,NA,NA
2018,Season C,Nyarugenge,Soya beans,NA,NA
2018,Season C,Nyarugenge,Vegetables,85.7627769,15.3138155
2018,Season C,Nyarugenge,Fruits,NA,NA
2018,Season C,Gasabo,Sweet potatoes,297.8555449,54.56375
2018,Season C,Gasabo,Irish potatoes,NA,NA
2018,Season C,Gasabo,Yams & Taro,NA,NA
2018,Season C,Gasabo,Legumes and Pulses,NA,NA
2018,Season C,Gasabo,Bush bean,NA,NA
2018,Season C,Gasabo,Climbing bean,NA,NA
2018,Season C,Gasabo,Peas,NA,NA
2018,Season C,Gasabo,Soya beans,NA,NA
2018,Season C,Gasabo,Vegetables,2239.008132,172.049406
2018,Season C,Gasabo,Fruits,NA,NA
2018,Season C,Kicukiro,Sweet potatoes,NA,NA
2018,Season C,Kicukiro,Irish potatoes,NA,NA
2018,Season C,Kicukiro,Yams & Taro,NA,NA
2018,Season C,Kicukiro,Legumes and Pulses,NA,NA
2018,Season C,Kicukiro,Bush bean,NA,NA
2018,Season C,Kicukiro,Climbing bean,NA,NA
2018,Season C,Kicukiro,Peas,NA,NA
2018,Season C,Kicukiro,Soya beans,NA,NA
2018,Season C,Kicukiro,Vegetables,NA,NA
2018,Season C,Kicukiro,Fruits,NA,NA
2018,Season C,Nyanza,Sweet potatoes,770.2941039,168.145
2018,Season C,Nyanza,Irish potatoes,66.49820161,14.79505
2018,Season C,Nyanza,Yams & Taro,NA,NA
2018,Season C,Nyanza,Legumes and Pulses,167.8037481,147.3591826
2018,Season C,Nyanza,Bush bean,160.1424823,129.8792
2018,Season C,Nyanza,Climbing bean,NA,NA
2018,Season C,Nyanza,Peas,6.480597386,16.68025
2018,Season C,Nyanza,Soya beans,1.18066843,0.7997326
2018,Season C,Nyanza,Vegetables,3351.148815,232.69783
2018,Season C,Nyanza,Fruits,NA,NA
2018,Season C,Gisagara,Sweet potatoes,1884.763972,505.5178
2018,Season C,Gisagara,Irish potatoes,NA,6.836353
2018,Season C,Gisagara,Yams & Taro,NA,NA
2018,Season C,Gisagara,Legumes and Pulses,215.7715707,385.22944
2018,Season C,Gisagara,Bush bean,189.813834,290.4948
2018,Season C,Gisagara,Climbing bean,NA,NA
2018,Season C,Gisagara,Peas,NA,NA
2018,Season C,Gisagara,Soya beans,25.95773661,94.73464
2018,Season C,Gisagara,Vegetables,3986.909782,318.07262
2018,Season C,Gisagara,Fruits,NA,NA
2018,Season C,Nyaruguru,Sweet potatoes,3774.298188,665.5364
2018,Season C,Nyaruguru,Irish potatoes,NA,NA
2018,Season C,Nyaruguru,Yams & Taro,NA,NA
2018,Season C,Nyaruguru,Legumes and Pulses,227.3732757,109.685
2018,Season C,Nyaruguru,Bush bean,227.3732757,109.685
2018,Season C,Nyaruguru,Climbing bean,NA,NA
2018,Season C,Nyaruguru,Peas,NA,NA
2018,Season C,Nyaruguru,Soya beans,NA,NA
2018,Season C,Nyaruguru,Vegetables,628.4085428,51.491773
2018,Season C,Nyaruguru,Fruits,NA,NA
2018,Season C,Huye,Sweet potatoes,1427.211076,257.2568
2018,Season C,Huye,Irish potatoes,88.95319877,16.65199
2018,Season C,Huye,Yams & Taro,NA,NA
2018,Season C,Huye,Legumes and Pulses,3.977431405,2.382747
2018,Season C,Huye,Bush bean,3.977431405,2.382747
2018,Season C,Huye,Climbing bean,NA,NA
2018,Season C,Huye,Peas,NA,NA
2018,Season C,Huye,Soya beans,NA,NA
2018,Season C,Huye,Vegetables,665.3022117,39.52899
2018,Season C,Huye,Fruits,NA,NA
2018,Season C,Nyamagabe,Sweet potatoes,2421.883107,491.5531
2018,Season C,Nyamagabe,Irish potatoes,470.71757,68.01418
2018,Season C,Nyamagabe,Yams & Taro,NA,NA
2018,Season C,Nyamagabe,Legumes and Pulses,25.25660063,15.62863
2018,Season C,Nyamagabe,Bush bean,NA,NA
2018,Season C,Nyamagabe,Climbing bean,NA,NA
2018,Season C,Nyamagabe,Peas,25.25660063,15.62863
2018,Season C,Nyamagabe,Soya beans,NA,NA
2018,Season C,Nyamagabe,Vegetables,1007.482876,80.971786
2018,Season C,Nyamagabe,Fruits,NA,NA
2018,Season C,Ruhango,Sweet potatoes,1852.801296,395.8117
2018,Season C,Ruhango,Irish potatoes,16.03513316,9.879082
2018,Season C,Ruhango,Yams & Taro,NA,NA
2018,Season C,Ruhango,Legumes and Pulses,36.53866784,39.51633
2018,Season C,Ruhango,Bush bean,36.53866784,39.51633
2018,Season C,Ruhango,Climbing bean,NA,NA
2018,Season C,Ruhango,Peas,NA,NA
2018,Season C,Ruhango,Soya beans,NA,NA
2018,Season C,Ruhango,Vegetables,2210.59389,202.35797
2018,Season C,Ruhango,Fruits,NA,NA
2018,Season C,Muhanga,Sweet potatoes,1144.693922,283.762
2018,Season C,Muhanga,Irish potatoes,NA,NA
2018,Season C,Muhanga,Yams & Taro,NA,NA
2018,Season C,Muhanga,Legumes and Pulses,135.0684599,181.15451
2018,Season C,Muhanga,Bush bean,11.48700047,11.10936
2018,Season C,Muhanga,Climbing bean,NA,NA
2018,Season C,Muhanga,Peas,1.343973578,1.28185
2018,Season C,Muhanga,Soya beans,122.2374859,168.7633
2018,Season C,Muhanga,Vegetables,59.58565548,2.990982
2018,Season C,Muhanga,Fruits,NA,NA
2018,Season C,Kamonyi,Sweet potatoes,662.1301391,151.3705
2018,Season C,Kamonyi,Irish potatoes,NA,NA
2018,Season C,Kamonyi,Yams & Taro,NA,NA
2018,Season C,Kamonyi,Legumes and Pulses,23.98012942,37.432284
2018,Season C,Kamonyi,Bush bean,12.50352335,29.60889
2018,Season C,Kamonyi,Climbing bean,11.47660606,7.823394
2018,Season C,Kamonyi,Peas,NA,NA
2018,Season C,Kamonyi,Soya beans,NA,NA
2018,Season C,Kamonyi,Vegetables,2800.430057,283.91962
2018,Season C,Kamonyi,Fruits,NA,NA
2018,Season C,Karongi,Sweet potatoes,189.0784487,43.05406
2018,Season C,Karongi,Irish potatoes,NA,NA
2018,Season C,Karongi,Yams & Taro,NA,NA
2018,Season C,Karongi,Legumes and Pulses,NA,NA
2018,Season C,Karongi,Bush bean,NA,NA
2018,Season C,Karongi,Climbing bean,NA,NA
2018,Season C,Karongi,Peas,NA,NA
2018,Season C,Karongi,Soya beans,NA,NA
2018,Season C,Karongi,Vegetables,342.4798459,36.0089131
2018,Season C,Karongi,Fruits,NA,NA
2018,Season C,Rutsiro,Sweet potatoes,29.25000767,20.58371
2018,Season C,Rutsiro,Irish potatoes,870.9093955,119.1462
2018,Season C,Rutsiro,Yams & Taro,NA,NA
2018,Season C,Rutsiro,Legumes and Pulses,10.8405245,19.36042
2018,Season C,Rutsiro,Bush bean,NA,NA
2018,Season C,Rutsiro,Climbing bean,NA,NA
2018,Season C,Rutsiro,Peas,10.8405245,19.36042
2018,Season C,Rutsiro,Soya beans,NA,NA
2018,Season C,Rutsiro,Vegetables,294.7576474,23.956174
2018,Season C,Rutsiro,Fruits,NA,NA
2018,Season C,Rubavu,Sweet potatoes,400.2849517,188.0577
2018,Season C,Rubavu,Irish potatoes,9033.360803,655.0043
2018,Season C,Rubavu,Yams & Taro,NA,NA
2018,Season C,Rubavu,Legumes and Pulses,NA,NA
2018,Season C,Rubavu,Bush bean,NA,NA
2018,Season C,Rubavu,Climbing bean,NA,NA
2018,Season C,Rubavu,Peas,NA,NA
2018,Season C,Rubavu,Soya beans,NA,NA
2018,Season C,Rubavu,Vegetables,4729.316062,270.22355
2018,Season C,Rubavu,Fruits,NA,NA
2018,Season C,Nyabihu,Sweet potatoes,822.7040364,179.4508
2018,Season C,Nyabihu,Irish potatoes,26046.05691,2581.028
2018,Season C,Nyabihu,Yams & Taro,NA,NA
2018,Season C,Nyabihu,Legumes and Pulses,5.070711674,6.845341
2018,Season C,Nyabihu,Bush bean,NA,NA
2018,Season C,Nyabihu,Climbing bean,NA,NA
2018,Season C,Nyabihu,Peas,5.070711674,6.845341
2018,Season C,Nyabihu,Soya beans,NA,NA
2018,Season C,Nyabihu,Vegetables,1455.444432,166.90099
2018,Season C,Nyabihu,Fruits,NA,NA
2018,Season C,Ngororero,Sweet potatoes,277.7757647,59.17454
2018,Season C,Ngororero,Irish potatoes,NA,NA
2018,Season C,Ngororero,Yams & Taro,NA,NA
2018,Season C,Ngororero,Legumes and Pulses,64.92584982,70.102284
2018,Season C,Ngororero,Bush bean,2.682035305,4.147504
2018,Season C,Ngororero,Climbing bean,NA,NA
2018,Season C,Ngororero,Peas,NA,NA
2018,Season C,Ngororero,Soya beans,62.24381452,65.95478
2018,Season C,Ngororero,Vegetables,58.43488376,2.4885028
2018,Season C,Ngororero,Fruits,NA,NA
2018,Season C,Rusizi,Sweet potatoes,305.9315324,52.94078
2018,Season C,Rusizi,Irish potatoes,307.9276717,38.90214
2018,Season C,Rusizi,Yams & Taro,NA,NA
2018,Season C,Rusizi,Legumes and Pulses,14.81207235,14.89211
2018,Season C,Rusizi,Bush bean,14.81207235,14.89211
2018,Season C,Rusizi,Climbing bean,NA,NA
2018,Season C,Rusizi,Peas,NA,NA
2018,Season C,Rusizi,Soya beans,NA,NA
2018,Season C,Rusizi,Vegetables,494.5112854,46.991483
2018,Season C,Rusizi,Fruits,NA,NA
2018,Season C,Nyamasheke,Sweet potatoes,3.686196293,4.128344
2018,Season C,Nyamasheke,Irish potatoes,NA,NA
2018,Season C,Nyamasheke,Yams & Taro,NA,NA
2018,Season C,Nyamasheke,Legumes and Pulses,NA,NA
2018,Season C,Nyamasheke,Bush bean,NA,NA
2018,Season C,Nyamasheke,Climbing bean,NA,NA
2018,Season C,Nyamasheke,Peas,NA,NA
2018,Season C,Nyamasheke,Soya beans,NA,NA
2018,Season C,Nyamasheke,Vegetables,86.46526937,9.816897
2018,Season C,Nyamasheke,Fruits,NA,NA
2018,Season C,Rulindo,Sweet potatoes,110.3122153,60.93463
2018,Season C,Rulindo,Irish potatoes,96.53467995,34.72884
2018,Season C,Rulindo,Yams & Taro,NA,NA
2018,Season C,Rulindo,Legumes and Pulses,7.958581254,3.686848
2018,Season C,Rulindo,Bush bean,7.958581254,3.686848
2018,Season C,Rulindo,Climbing bean,NA,NA
2018,Season C,Rulindo,Peas,NA,NA
2018,Season C,Rulindo,Soya beans,NA,NA
2018,Season C,Rulindo,Vegetables,1343.303937,107.532415
2018,Season C,Rulindo,Fruits,NA,NA
2018,Season C,Gakenke,Sweet potatoes,480.9586653,93.92117
2018,Season C,Gakenke,Irish potatoes,65.91857955,13.56929
2018,Season C,Gakenke,Yams & Taro,NA,NA
2018,Season C,Gakenke,Legumes and Pulses,NA,NA
2018,Season C,Gakenke,Bush bean,NA,NA
2018,Season C,Gakenke,Climbing bean,NA,NA
2018,Season C,Gakenke,Peas,NA,NA
2018,Season C,Gakenke,Soya beans,NA,NA
2018,Season C,Gakenke,Vegetables,537.1026515,51.79629
2018,Season C,Gakenke,Fruits,NA,NA
2018,Season C,Musanze,Sweet potatoes,1392.059172,311.7373
2018,Season C,Musanze,Irish potatoes,25483.65641,2338.45
2018,Season C,Musanze,Yams & Taro,NA,NA
2018,Season C,Musanze,Legumes and Pulses,9.245315711,33.700314
2018,Season C,Musanze,Bush bean,2.053563154,2.470528
2018,Season C,Musanze,Climbing bean,3.235151475,4.941056
2018,Season C,Musanze,Peas,3.956601082,26.28873
2018,Season C,Musanze,Soya beans,NA,NA
2018,Season C,Musanze,Vegetables,7044.252752,459.287511
2018,Season C,Musanze,Fruits,NA,NA
2018,Season C,Burera,Sweet potatoes,5921.896682,1278.474
2018,Season C,Burera,Irish potatoes,15069.03658,1561.856
2018,Season C,Burera,Yams & Taro,NA,NA
2018,Season C,Burera,Legumes and Pulses,95.70778654,155.74914
2018,Season C,Burera,Bush bean,NA,NA
2018,Season C,Burera,Climbing bean,NA,NA
2018,Season C,Burera,Peas,84.02590887,142.3225
2018,Season C,Burera,Soya beans,11.68187767,13.42664
2018,Season C,Burera,Vegetables,1328.07667,58.94222
2018,Season C,Burera,Fruits,NA,NA
2018,Season C,Gicumbi,Sweet potatoes,543.6808588,96.46354
2018,Season C,Gicumbi,Irish potatoes,2830.73207,273.6924
2018,Season C,Gicumbi,Yams & Taro,NA,NA
2018,Season C,Gicumbi,Legumes and Pulses,NA,NA
2018,Season C,Gicumbi,Bush bean,NA,NA
2018,Season C,Gicumbi,Climbing bean,NA,NA
2018,Season C,Gicumbi,Peas,NA,NA
2018,Season C,Gicumbi,Soya beans,NA,NA
2018,Season C,Gicumbi,Vegetables,359.8906579,27.13426
2018,Season C,Gicumbi,Fruits,NA,NA
2018,Season C,Rwamagana,Sweet potatoes,211.668476,39.01247
2018,Season C,Rwamagana,Irish potatoes,NA,NA
2018,Season C,Rwamagana,Yams & Taro,NA,NA
2018,Season C,Rwamagana,Legumes and Pulses,67.02359545,64.69203
2018,Season C,Rwamagana,Bush bean,67.02359545,64.69203
2018,Season C,Rwamagana,Climbing bean,NA,NA
2018,Season C,Rwamagana,Peas,NA,NA
2018,Season C,Rwamagana,Soya beans,NA,NA
2018,Season C,Rwamagana,Vegetables,2384.334394,136.411671
2018,Season C,Rwamagana,Fruits,NA,NA
2018,Season C,Nyagatare,Sweet potatoes,379.7448682,72.22924
2018,Season C,Nyagatare,Irish potatoes,NA,NA
2018,Season C,Nyagatare,Yams & Taro,NA,NA
2018,Season C,Nyagatare,Legumes and Pulses,NA,NA
2018,Season C,Nyagatare,Bush bean,NA,NA
2018,Season C,Nyagatare,Climbing bean,NA,NA
2018,Season C,Nyagatare,Peas,NA,NA
2018,Season C,Nyagatare,Soya beans,NA,NA
2018,Season C,Nyagatare,Vegetables,1053.142465,58.79044
2018,Season C,Nyagatare,Fruits,NA,NA
2018,Season C,Gatsibo,Sweet potatoes,373.3853066,72.19141
2018,Season C,Gatsibo,Irish potatoes,36.08546913,4.957278
2018,Season C,Gatsibo,Yams & Taro,NA,NA
2018,Season C,Gatsibo,Legumes and Pulses,19.90225068,13.8282
2018,Season C,Gatsibo,Bush bean,19.90225068,13.8282
2018,Season C,Gatsibo,Climbing bean,NA,NA
2018,Season C,Gatsibo,Peas,NA,NA
2018,Season C,Gatsibo,Soya beans,NA,NA
2018,Season C,Gatsibo,Vegetables,1267.958195,110.571407
2018,Season C,Gatsibo,Fruits,NA,NA
2018,Season C,Kayonza,Sweet potatoes,NA,NA
2018,Season C,Kayonza,Irish potatoes,NA,NA
2018,Season C,Kayonza,Yams & Taro,NA,NA
2018,Season C,Kayonza,Legumes and Pulses,NA,NA
2018,Season C,Kayonza,Bush bean,NA,NA
2018,Season C,Kayonza,Climbing bean,NA,NA
2018,Season C,Kayonza,Peas,NA,NA
2018,Season C,Kayonza,Soya beans,NA,NA
2018,Season C,Kayonza,Vegetables,149.4526385,11.916383
2018,Season C,Kayonza,Fruits,NA,NA
2018,Season C,Kirehe,Sweet potatoes,19.429658,5.906321
2018,Season C,Kirehe,Irish potatoes,NA,NA
